road_type,weather,light,traffic,temperature,battery,vehicle_weight,correct_action,predicted_action,verdict
Rural,Sunny,night,no,17,98,1848.07,Turn on headlights,Turn on headlights,Optimal
Rural,Rainy,day,moderate,-6,22,2194.76,Reduce speed,Reduce speed,Optimal
Rural,Rainy,day,high,-9,63,2376.7,Reduce speed,Maintain speed,Risky
Highway,Rainy,night,high,14,30,1630.1,Reduce speed,Activate hazard lights,Acceptable
Highway,Rainy,night,high,4,31,1685.16,Reduce speed,Reduce speed,Optimal
Semi Urban,Foggy,day,no,-10,11,2021.76,Pull over,Pull over,Optimal
Rural,Foggy,day,high,16,87,2077.66,Maintain speed,Maintain speed,Optimal
Highway,Rainy,day,no,14,89,2447.32,Maintain speed,Maintain speed,Optimal
Rural,Rainy,day,no,28,89,2128.46,Maintain speed,Maintain speed,Optimal
Rural,Sunny,day,moderate,27,61,1725.05,Maintain speed,Reduce speed,Risky
Highway,Sunny,night,high,-8,99,2392.12,Reduce speed,Maintain speed,Risky
Semi Urban,Foggy,night,no,28,35,2129.5,Turn on headlights,Pull over,Risky
Highway,Rainy,day,no,15,100,1768.27,Maintain speed,Turn on headlights,Risky
Highway,Snow,night,moderate,-4,85,2290.75,Reduce speed,Turn on headlights,Risky
Semi Urban,Foggy,day,moderate,7,40,1983.33,Maintain speed,Maintain speed,Optimal
Rural,Snow,night,moderate,-9,61,2271.36,Reduce speed,Reduce speed,Optimal
Highway,Foggy,night,high,11,51,1748.82,Reduce speed,Pull over,Risky
Semi Urban,Sunny,day,high,-3,46,1650.7,Maintain speed,Maintain speed,Optimal
Rural,Rainy,night,moderate,9,68,2430.15,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Foggy,night,high,-2,41,2155.91,Reduce speed,Reduce speed,Optimal
Rural,Foggy,day,no,16,37,1882.65,Maintain speed,Reduce speed,Risky
Semi Urban,Foggy,day,no,17,23,2489.53,Activate hazard lights,Activate hazard lights,Optimal
Semi Urban,Sunny,day,high,-10,44,2465.46,Maintain speed,Maintain speed,Optimal
Highway,Foggy,night,no,14,14,1522.1,Pull over,Activate hazard lights,Acceptable
Rural,Rainy,day,high,-10,74,1810.01,Reduce speed,Turn on headlights,Risky
Highway,Rainy,day,no,38,91,2457.55,Maintain speed,Reduce speed,Risky
Semi Urban,Sunny,day,moderate,15,90,1630.27,Maintain speed,Maintain speed,Optimal
Highway,Sunny,night,high,6,64,1904.06,Reduce speed,Reduce speed,Optimal
Semi Urban,Rainy,night,high,17,27,2078.51,Reduce speed,Reduce speed,Optimal
Rural,Rainy,night,moderate,0,58,1654.11,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Rainy,day,high,18,74,2221.95,Reduce speed,Reduce speed,Optimal
Semi Urban,Sunny,day,no,-2,61,1573.59,Maintain speed,Pull over,Risky
Highway,Rainy,night,moderate,8,52,2461.79,Turn on headlights,Pull over,Risky
Highway,Sunny,day,no,19,99,2314.01,Maintain speed,Activate hazard lights,Risky
Semi Urban,Foggy,night,no,35,81,2417.36,Turn on headlights,Turn on headlights,Optimal
Highway,Sunny,day,high,33,92,2142.94,Maintain speed,Maintain speed,Optimal
Highway,Foggy,day,high,35,74,2255.95,Maintain speed,Maintain speed,Optimal
Semi Urban,Rainy,night,high,9,37,1898.78,Reduce speed,Reduce speed,Optimal
Rural,Snow,night,high,0,21,1937.08,Reduce speed,Turn on headlights,Risky
Rural,Foggy,day,moderate,-8,37,2194.11,Maintain speed,Activate hazard lights,Risky
Rural,Rainy,night,high,27,93,1651.14,Reduce speed,Reduce speed,Optimal
Rural,Sunny,day,high,13,18,1849.78,Activate hazard lights,Turn on headlights,Risky
Semi Urban,Foggy,day,high,20,80,1617.72,Maintain speed,Maintain speed,Optimal
Rural,Snow,night,high,-1,77,1996.94,Reduce speed,Activate hazard lights,Acceptable
Semi Urban,Snow,day,high,-2,68,2236.54,Reduce speed,Maintain speed,Risky
Rural,Sunny,day,moderate,28,18,2316.02,Activate hazard lights,Activate hazard lights,Optimal
Rural,Foggy,night,no,17,52,1956.41,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Sunny,night,no,6,16,2054.1,Turn on headlights,Activate hazard lights,Risky
Highway,Sunny,day,no,25,100,2428.56,Maintain speed,Maintain speed,Optimal
Semi Urban,Snow,night,moderate,-4,96,2486.23,Reduce speed,Reduce speed,Optimal
Highway,Foggy,night,moderate,-4,18,2062.72,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Foggy,day,moderate,33,27,1927.56,Activate hazard lights,Activate hazard lights,Optimal
Semi Urban,Foggy,day,high,16,47,2164.4,Maintain speed,Maintain speed,Optimal
Rural,Sunny,night,moderate,34,84,2298.0,Turn on headlights,Turn on headlights,Optimal
Rural,Foggy,night,no,36,21,2283.44,Turn on headlights,Reduce speed,Risky
Semi Urban,Foggy,night,high,2,70,2340.69,Reduce speed,Activate hazard lights,Acceptable
Rural,Foggy,day,moderate,34,45,1777.72,Maintain speed,Activate hazard lights,Risky
Highway,Foggy,night,high,-3,88,1820.03,Reduce speed,Reduce speed,Optimal
Rural,Sunny,night,high,-4,95,2213.7,Reduce speed,Activate hazard lights,Acceptable
Semi Urban,Rainy,day,moderate,34,99,2112.01,Reduce speed,Pull over,Risky
Rural,Foggy,day,moderate,34,39,1973.79,Maintain speed,Maintain speed,Optimal
Rural,Rainy,night,no,30,23,1592.93,Turn on headlights,Turn on headlights,Optimal
Rural,Rainy,day,high,24,34,1588.14,Reduce speed,Turn on headlights,Risky
Semi Urban,Rainy,day,high,31,21,1768.45,Reduce speed,Reduce speed,Optimal
Semi Urban,Sunny,night,no,24,63,2419.29,Turn on headlights,Activate hazard lights,Risky
Highway,Rainy,night,high,10,75,1553.77,Reduce speed,Activate hazard lights,Acceptable
Semi Urban,Sunny,night,no,26,71,1639.49,Turn on headlights,Turn on headlights,Optimal
Rural,Sunny,day,moderate,-2,55,2061.85,Maintain speed,Pull over,Risky
Semi Urban,Foggy,night,moderate,-6,37,1791.33,Turn on headlights,Turn on headlights,Optimal
Highway,Snow,day,no,-9,95,1972.03,Reduce speed,Activate hazard lights,Acceptable
Rural,Foggy,day,no,12,80,2019.62,Maintain speed,Turn on headlights,Risky
Semi Urban,Snow,day,high,1,69,2008.05,Maintain speed,Pull over,Risky
Semi Urban,Sunny,day,high,23,64,1998.25,Maintain speed,Pull over,Risky
Rural,Foggy,day,moderate,4,73,2442.13,Maintain speed,Maintain speed,Optimal
Rural,Foggy,night,high,-5,71,2098.47,Reduce speed,Pull over,Risky
Highway,Sunny,day,moderate,7,90,2429.22,Maintain speed,Maintain speed,Optimal
Highway,Rainy,night,high,24,98,1996.19,Reduce speed,Turn on headlights,Risky
Rural,Foggy,night,high,-5,42,2194.51,Reduce speed,Reduce speed,Optimal
Highway,Sunny,night,moderate,32,100,2462.03,Turn on headlights,Pull over,Risky
Semi Urban,Rainy,day,moderate,28,47,1587.4,Reduce speed,Reduce speed,Optimal
Highway,Foggy,night,no,19,66,1548.88,Turn on headlights,Turn on headlights,Optimal
Highway,Sunny,night,no,14,27,1847.83,Turn on headlights,Turn on headlights,Optimal
Highway,Sunny,day,high,32,72,2158.89,Maintain speed,Turn on headlights,Risky
Highway,Snow,day,moderate,-10,92,1504.73,Reduce speed,Reduce speed,Optimal
Highway,Rainy,night,high,12,59,2356.09,Reduce speed,Reduce speed,Optimal
Highway,Sunny,night,moderate,22,15,1740.77,Turn on headlights,Activate hazard lights,Risky
Rural,Snow,day,high,1,62,1666.04,Maintain speed,Maintain speed,Optimal
Semi Urban,Rainy,night,high,9,27,1664.51,Reduce speed,Reduce speed,Optimal
Highway,Rainy,night,moderate,27,45,1958.86,Turn on headlights,Turn on headlights,Optimal
Rural,Sunny,day,moderate,21,93,1596.54,Maintain speed,Pull over,Risky
Highway,Rainy,day,high,19,63,2052.52,Reduce speed,Reduce speed,Optimal
Rural,Rainy,night,high,19,18,1630.51,Reduce speed,Activate hazard lights,Acceptable
Rural,Snow,day,high,3,74,1952.72,Maintain speed,Maintain speed,Optimal
Rural,Foggy,day,moderate,-1,39,2458.49,Maintain speed,Maintain speed,Optimal
Rural,Foggy,night,no,-3,88,2475.89,Turn on headlights,Turn on headlights,Optimal
Highway,Foggy,night,no,32,67,2091.17,Turn on headlights,Turn on headlights,Optimal
Highway,Foggy,day,moderate,33,35,2004.6,Maintain speed,Maintain speed,Optimal
Semi Urban,Sunny,night,no,5,94,1698.2,Turn on headlights,Turn on headlights,Optimal
Rural,Snow,night,moderate,-1,38,2153.2,Reduce speed,Activate hazard lights,Acceptable
Highway,Rainy,night,high,26,74,1741.67,Reduce speed,Reduce speed,Optimal
Semi Urban,Foggy,day,moderate,24,50,1913.8,Maintain speed,Maintain speed,Optimal
Semi Urban,Foggy,day,moderate,1,100,1546.24,Maintain speed,Activate hazard lights,Risky
Semi Urban,Snow,day,no,0,50,1922.25,Maintain speed,Maintain speed,Optimal
Highway,Sunny,day,moderate,39,96,1920.48,Maintain speed,Pull over,Risky
Semi Urban,Rainy,night,no,28,39,1679.16,Turn on headlights,Turn on headlights,Optimal
Rural,Rainy,day,moderate,30,70,1749.41,Reduce speed,Reduce speed,Optimal
Rural,Snow,day,high,0,68,1930.11,Maintain speed,Maintain speed,Optimal
Highway,Snow,day,high,-2,64,1952.78,Reduce speed,Activate hazard lights,Acceptable
Semi Urban,Sunny,day,no,-5,51,1719.67,Maintain speed,Maintain speed,Optimal
Semi Urban,Rainy,day,no,-2,38,2235.44,Maintain speed,Maintain speed,Optimal
Highway,Sunny,night,moderate,2,69,1504.85,Turn on headlights,Turn on headlights,Optimal
Rural,Sunny,night,no,28,65,2311.86,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Foggy,night,moderate,33,12,1859.81,Pull over,Pull over,Optimal
Semi Urban,Sunny,day,moderate,22,45,1705.69,Maintain speed,Pull over,Risky
Rural,Rainy,day,no,0,81,1548.36,Maintain speed,Reduce speed,Risky
Highway,Foggy,day,moderate,33,26,1660.19,Activate hazard lights,Maintain speed,Risky
Rural,Rainy,day,no,37,71,2072.89,Maintain speed,Pull over,Risky
Rural,Rainy,day,moderate,30,35,2033.56,Reduce speed,Activate hazard lights,Acceptable
Rural,Sunny,night,no,-3,99,2168.01,Turn on headlights,Turn on headlights,Optimal
Highway,Foggy,night,no,7,42,1624.1,Turn on headlights,Activate hazard lights,Risky
Semi Urban,Sunny,night,high,-3,90,1515.81,Reduce speed,Turn on headlights,Risky
Semi Urban,Rainy,day,moderate,24,29,2422.19,Reduce speed,Activate hazard lights,Acceptable
Semi Urban,Foggy,day,moderate,0,14,2240.81,Pull over,Pull over,Optimal
Rural,Rainy,night,high,-6,18,1818.08,Reduce speed,Pull over,Risky
Highway,Snow,day,moderate,4,25,2217.06,Activate hazard lights,Activate hazard lights,Optimal
Semi Urban,Rainy,day,moderate,33,89,2143.35,Reduce speed,Reduce speed,Optimal
Semi Urban,Rainy,night,no,21,94,2238.97,Turn on headlights,Turn on headlights,Optimal
Rural,Rainy,night,moderate,16,33,1795.27,Turn on headlights,Pull over,Risky
Highway,Foggy,night,moderate,11,66,2044.97,Turn on headlights,Reduce speed,Risky
Highway,Rainy,day,no,36,30,2416.5,Maintain speed,Pull over,Risky
Highway,Foggy,night,high,-2,10,2145.22,Pull over,Pull over,Optimal
Rural,Rainy,day,high,27,72,2162.9,Reduce speed,Reduce speed,Optimal
Highway,Rainy,night,moderate,-6,98,1548.45,Turn on headlights,Reduce speed,Risky
Semi Urban,Sunny,night,high,32,55,1848.65,Reduce speed,Reduce speed,Optimal
Semi Urban,Foggy,day,high,39,100,2283.15,Maintain speed,Pull over,Risky
Highway,Foggy,night,high,37,10,2469.78,Pull over,Pull over,Optimal
Highway,Foggy,night,no,18,89,2356.24,Turn on headlights,Turn on headlights,Optimal
Rural,Snow,day,moderate,-6,49,1735.91,Reduce speed,Activate hazard lights,Acceptable
Rural,Sunny,night,moderate,-5,45,2301.88,Turn on headlights,Turn on headlights,Optimal
Highway,Sunny,day,no,-5,35,1758.83,Maintain speed,Maintain speed,Optimal
Semi Urban,Foggy,day,high,18,76,1900.64,Maintain speed,Activate hazard lights,Risky
Semi Urban,Foggy,night,high,18,74,1669.56,Reduce speed,Reduce speed,Optimal
Semi Urban,Sunny,night,no,8,18,2408.85,Turn on headlights,Maintain speed,Risky
Semi Urban,Foggy,night,no,23,55,1632.58,Turn on headlights,Turn on headlights,Optimal
Highway,Sunny,day,no,12,56,2118.01,Maintain speed,Maintain speed,Optimal
Highway,Snow,day,high,-9,16,1507.89,Reduce speed,Reduce speed,Optimal
Highway,Sunny,day,no,31,100,1516.48,Maintain speed,Maintain speed,Optimal
Rural,Foggy,night,high,17,52,1849.79,Reduce speed,Reduce speed,Optimal
Semi Urban,Sunny,day,high,-9,76,1819.33,Maintain speed,Maintain speed,Optimal
Highway,Foggy,night,moderate,3,60,2475.68,Turn on headlights,Pull over,Risky
Highway,Rainy,night,no,27,28,2209.23,Turn on headlights,Reduce speed,Risky
Semi Urban,Sunny,night,moderate,34,37,2012.92,Turn on headlights,Pull over,Risky
Highway,Snow,day,moderate,5,67,1669.45,Maintain speed,Maintain speed,Optimal
Semi Urban,Sunny,night,no,21,59,2369.54,Turn on headlights,Turn on headlights,Optimal
Rural,Snow,day,high,0,92,2036.74,Maintain speed,Maintain speed,Optimal
Rural,Foggy,night,moderate,19,57,2148.18,Turn on headlights,Turn on headlights,Optimal
Highway,Sunny,day,moderate,23,38,1706.69,Maintain speed,Activate hazard lights,Risky
Semi Urban,Rainy,day,no,3,100,2310.42,Maintain speed,Maintain speed,Optimal
Rural,Foggy,night,moderate,-4,62,2158.26,Turn on headlights,Activate hazard lights,Risky
Rural,Foggy,night,no,-8,50,1922.15,Turn on headlights,Reduce speed,Risky
Highway,Sunny,night,high,8,57,2040.84,Reduce speed,Reduce speed,Optimal
Rural,Foggy,day,no,34,97,2316.95,Maintain speed,Maintain speed,Optimal
Rural,Sunny,day,high,16,61,1674.44,Maintain speed,Reduce speed,Risky
Highway,Snow,day,high,-10,15,1722.21,Reduce speed,Pull over,Risky
Semi Urban,Sunny,day,moderate,25,41,1830.41,Maintain speed,Pull over,Risky
Semi Urban,Sunny,day,no,19,62,2251.0,Maintain speed,Activate hazard lights,Risky
Highway,Foggy,day,moderate,39,43,2118.22,Maintain speed,Turn on headlights,Risky
Semi Urban,Foggy,night,no,13,92,1743.51,Turn on headlights,Turn on headlights,Optimal
Highway,Rainy,day,no,30,16,1768.6,Activate hazard lights,Reduce speed,Risky
Highway,Rainy,day,no,28,53,2123.32,Maintain speed,Maintain speed,Optimal
Highway,Sunny,night,high,-8,84,1973.41,Reduce speed,Activate hazard lights,Acceptable
Highway,Sunny,night,no,-1,61,1514.41,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Sunny,day,moderate,-2,87,2483.88,Maintain speed,Pull over,Risky
Highway,Snow,day,high,5,66,1950.37,Maintain speed,Activate hazard lights,Risky
Semi Urban,Foggy,day,moderate,-6,56,2260.42,Maintain speed,Reduce speed,Risky
Highway,Foggy,night,no,3,59,1549.12,Turn on headlights,Turn on headlights,Optimal
Rural,Sunny,night,moderate,-2,55,2313.82,Turn on headlights,Activate hazard lights,Risky
Highway,Sunny,day,moderate,-7,53,1655.76,Maintain speed,Maintain speed,Optimal
Highway,Rainy,night,high,29,72,2240.19,Reduce speed,Pull over,Risky
Rural,Foggy,night,high,-3,58,2158.67,Reduce speed,Reduce speed,Optimal
Semi Urban,Snow,night,moderate,-8,89,1607.59,Reduce speed,Pull over,Risky
Rural,Foggy,day,no,21,47,1769.41,Maintain speed,Pull over,Risky
Semi Urban,Rainy,day,moderate,-9,100,1505.1,Reduce speed,Reduce speed,Optimal
Rural,Foggy,night,moderate,11,34,2365.78,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Snow,night,high,-3,10,2055.07,Reduce speed,Reduce speed,Optimal
Rural,Foggy,night,no,35,87,2111.56,Turn on headlights,Turn on headlights,Optimal
Rural,Rainy,day,high,21,64,1688.96,Reduce speed,Pull over,Risky
Semi Urban,Rainy,day,moderate,16,41,1657.29,Reduce speed,Pull over,Risky
Highway,Snow,night,high,0,18,1790.44,Reduce speed,Activate hazard lights,Acceptable
Highway,Sunny,day,high,9,100,2403.48,Maintain speed,Maintain speed,Optimal
Semi Urban,Sunny,night,high,30,84,2356.75,Reduce speed,Reduce speed,Optimal
Rural,Rainy,day,moderate,-9,22,1661.18,Reduce speed,Reduce speed,Optimal
Semi Urban,Rainy,night,high,-2,91,2348.06,Reduce speed,Reduce speed,Optimal
Highway,Rainy,day,high,31,98,2092.65,Reduce speed,Turn on headlights,Risky
Semi Urban,Rainy,night,no,23,44,2264.01,Turn on headlights,Turn on headlights,Optimal
Semi Urban,Sunny,night,high,-4,46,2220.79,Reduce speed,Reduce speed,Optimal
Highway,Rainy,day,high,3,91,1649.46,Reduce speed,Reduce speed,Optimal
Highway,Foggy,night,high,22,35,2277.3,Reduce speed,Maintain speed,Risky
Highway,Rainy,day,moderate,6,36,1943.69,Reduce speed,Maintain speed,Risky
Highway,Snow,day,moderate,-1,62,1737.54,Reduce speed,Reduce speed,Optimal
Rural,Foggy,day,high,30,21,2138.28,Activate hazard lights,Activate hazard lights,Optimal
Highway,Sunny,night,high,18,71,1887.12,Reduce speed,Activate hazard lights,Acceptable
Semi Urban,Foggy,day,no,38,96,1827.96,Maintain speed,Reduce speed,Risky
Highway,Rainy,night,high,-5,64,2298.4,Reduce speed,Reduce speed,Optimal
Semi Urban,Foggy,day,high,4,76,1883.6,Maintain speed,Maintain speed,Optimal
Semi Urban,Rainy,night,moderate,4,79,1773.38,Turn on headlights,Activate hazard lights,Risky
Rural,Snow,night,moderate,5,22,2108.39,Turn on headlights,Pull over,Risky
Highway,Sunny,night,no,10,11,1500.95,Pull over,Maintain speed,Unsafe
Semi Urban,Foggy,day,moderate,8,65,2212.05,Maintain speed,Turn on headlights,Risky
Rural,Snow,day,moderate,-6,10,1927.35,Reduce speed,Turn on headlights,Risky
Rural,Sunny,day,no,21,45,2030.12,Maintain speed,Turn on headlights,Risky
Highway,Rainy,night,no,21,18,2088.71,Turn on headlights,Reduce speed,Risky
Semi Urban,Foggy,night,moderate,4,19,2294.05,Turn on headlights,Maintain speed,Risky
Semi Urban,Sunny,day,moderate,13,35,1736.27,Maintain speed,Maintain speed,Optimal
Rural,Foggy,night,moderate,20,15,2230.07,Turn on headlights,Pull over,Risky
Highway,Rainy,day,high,-3,19,2013.99,Reduce speed,Maintain speed,Risky
Rural,Foggy,night,high,24,20,1662.93,Reduce speed,Turn on headlights,Risky
Highway,Rainy,night,moderate,34,20,1830.38,Turn on headlights,Maintain speed,Risky
Highway,Rainy,day,no,6,65,1738.85,Maintain speed,Maintain speed,Optimal
Highway,Foggy,night,no,18,73,1571.9,Turn on headlights,Activate hazard lights,Risky
Semi Urban,Foggy,day,moderate,18,89,1608.71,Maintain speed,Maintain speed,Optimal
Rural,Rainy,day,moderate,-3,39,1711.08,Reduce speed,Reduce speed,Optimal
Semi Urban,Sunny,night,no,10,91,2182.69,Turn on headlights,Turn on headlights,Optimal
Rural,Foggy,day,no,5,44,2089.95,Maintain speed,Maintain speed,Optimal
Highway,Foggy,day,high,35,27,2077.87,Activate hazard lights,Pull over,Risky
Highway,Rainy,night,no,14,70,1618.6,Turn on headlights,Turn on headlights,Optimal
Highway,Sunny,day,high,28,48,1552.88,Maintain speed,Pull over,Risky
Rural,Sunny,day,no,4,62,2036.1,Maintain speed,Maintain speed,Optimal
Semi Urban,Foggy,day,high,-5,97,2157.59,Maintain speed,Activate hazard lights,Risky
Highway,Sunny,night,high,6,51,1644.39,Reduce speed,Reduce speed,Optimal
Semi Urban,Rainy,night,no,11,71,1950.2,Turn on headlights,Activate hazard lights,Risky
Highway,Sunny,day,moderate,2,64,2092.54,Maintain speed,Activate hazard lights,Risky
Highway,Sunny,day,moderate,39,60,2326.76,Maintain speed,Maintain speed,Optimal
Semi Urban,Sunny,night,high,8,37,2099.74,Reduce speed,Maintain speed,Risky
Highway,Foggy,day,moderate,25,44,1637.6,Maintain speed,Maintain speed,Optimal
Rural,Foggy,day,no,32,73,1503.61,Maintain speed,Maintain speed,Optimal
Highway,Foggy,day,high,11,93,1900.96,Maintain speed,Pull over,Risky
Highway,Sunny,day,moderate,8,10,1733.75,Pull over,Pull over,Optimal
Rural,Foggy,night,no,-8,58,1865.96,Turn on headlights,Reduce speed,Risky
Rural,Rainy,day,high,32,32,2022.73,Reduce speed,Turn on headlights,Risky
Rural,Sunny,night,moderate,28,90,1987.8,Turn on headlights,Activate hazard lights,Risky
Highway,Sunny,night,no,22,72,2023.27,Turn on headlights,Pull over,Risky
Rural,Snow,night,high,-6,41,2396.74,Reduce speed,Maintain speed,Risky
Highway,Sunny,day,high,26,41,2329.72,Maintain speed,Maintain speed,Optimal
Highway,Snow,night,moderate,5,28,2098.5,Turn on headlights,Activate hazard lights,Risky
Highway,Foggy,day,no,27,81,2245.74,Maintain speed,Pull over,Risky
Highway,Sunny,day,high,29,64,2408.94,Maintain speed,Maintain speed,Optimal
Semi Urban,Foggy,day,high,-3,31,2310.34,Maintain speed,Pull over,Risky
Highway,Foggy,day,moderate,20,46,1509.79,Maintain speed,Reduce speed,Risky
Semi Urban,Snow,day,high,-9,53,1616.88,Reduce speed,Reduce speed,Optimal
Rural,Sunny,day,moderate,6,43,1693.66,Maintain speed,Maintain speed,Optimal
Semi Urban,Rainy,night,moderate,27,85,2011.38,Turn on headlights,Maintain speed,Risky
Semi Urban,Sunny,night,high,22,80,2065.76,Reduce speed,Reduce speed,Optimal
Rural,Sunny,day,no,-7,27,1702.27,Activate hazard lights,Activate hazard lights,Optimal
Semi Urban,Rainy,day,high,6,95,2331.36,Reduce speed,Reduce speed,Optimal
Semi Urban,Foggy,night,moderate,22,35,1711.32,Turn on headlights,Turn on headlights,Optimal
